,V1
S4018,myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay
S4019,neutropenia, nonimmune chronic idiopathic, of adults
S4020,neutropenia, severe congenital, 2, autosomal dominant
S4021,combined oxidative phosphorylation deficiency 1
S4022,pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency
S4023,vitamin k-dependent clotting factors, combined deficiency of, 1
S4024,glutathionuria
S4025,isolated growth hormone deficiency, type ia
S4026,isolated growth hormone deficiency, type ib
S4027,isolated growth hormone deficiency, type ii
S4028,kowarski syndrome
S4029,short stature, idiopathic, autosomal
S4030,turner syndrome
S4031,laron syndrome
S4032,goldenhar syndrome
S4033,digestive system neoplasms
S4034,intrinsic factor deficiency
S4035,parkinson disease 11, autosomal dominant
S4036,fibromatosis, gingival, 1
S4037,hallermann&apos;s syndrome
S4038,oculodentodigital dysplasia
S4039,oculodentodigital dysplasia, autosomal recessive
S4040,syndactyly, type 3
S4041,cataract, zonular pulverulent 3
S4042,atrial standstill
S4043,cataract microcornea syndrome
S4044,cataract, zonular pulverulent 1
S4045,charcot-marie-tooth disease, x-linked, 1
S4046,deafness, autosomal dominant 3a
S4047,deafness, autosomal recessive 1a
S4048,ichthyosis, hystrix-like, with deafness
S4049,keratitis-ichthyosis-deafness syndrome, autosomal dominant
S4050,keratoderma palmoplantar deafness
S4051,knuckle pads, leuconychia and sensorineural deafness
S4052,vohwinkel syndrome
S4053,deafness, autosomal dominant 2a
S4054,deafness, autosomal dominant 2b
S4055,erythrokeratodermia variabilis
S4056,deafness, autosomal dominant 3b
S4057,deafness, autosomal recessive 1b
S4058,ectodermal dysplasia 2, hidrotic
S4059,leukodystrophy, hypomyelinating, 2
S4060,lymphedema, hereditary, ic
S4061,spastic paraplegia 44, autosomal recessive
S4062,hyperglycerolemia
S4063,angiokeratoma
S4064,fabry disease
S4065,gangliosidosis, gm1
S4066,lethal arthrogryposis with anterior horn cell disease
S4067,lethal congenital contracture syndrome 1
S4068,basal cell nevus syndrome
S4069,holoprosencephaly 9
S4070,greig cephalopolysyndactyly syndrome
S4071,hypothalamic hamartomas
S4072,pallister-hall syndrome
S4073,polydactyly, postaxial, type a1
S4074,polydactyly, preaxial 4
S4075,nephronophthisis 7
S4076,diabetes mellitus, neonatal, with congenital hypothyroidism
S4077,glomus vagale tumors
S4078,hyperexplexia hereditary
S4079,anemia, sideroblastic, pyridoxine-refractory, autosomal recessive
S4080,hyperinsulinemic hypoglycemia, familial, 6
S4081,glutamine deficiency, congenital
S4082,tay-sachs disease, ab variant
S4083,ventricular tachycardia, familial
S4084,albright&apos;s hereditary osteodystrophy
S4085,brachydactyly
S4086,cafe-au-lait spots
S4087,fibrous dysplasia, polyostotic
S4088,osseous heteroplasia, progressive
S4089,pseudohypoparathyroidism type 1b
S4090,pseudohypoparathyroidism, type ia
S4091,pseudopseudohypoparathyroidism
S4092,night blindness, congenital stationary, autosomal dominant 3
S4093,distal myopathy, nonaka type
S4094,inclusion body myopathy autosomal recessive
S4095,sialic acid storage disease
S4096,glycine n-methyltransferase deficiency
S4097,rhizomelic chondrodysplasia punctata, type 2
S4098,mucolipidosis ii alpha/beta
S4099,mucolipidosis iii alpha/beta
S4100,mucolipidosis iii gamma
S4101,fertile eunuch syndrome
S4102,gerodermia osteodysplastica
S4103,bernard-soulier syndrome
S4104,bernard-soulier syndrome, type a2, autosomal dominant
S4105,nonarteritic anterior ischemic optic neuropathy, susceptibility to
S4106,von willebrand disease, platelet type
S4107,simpson-golabi-behmel syndrome, type 1
S4108,omodysplasia type 1
S4109,brugada syndrome 2
S4110,molybdenum cofactor deficiency
S4111,hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency
S4112,nystagmus 6, congenital, x-linked
S4113,ocular albinism type 1
S4114,polymicrogyria, bilateral frontoparietal
S4115,febrile seizures, familial, 4
S4116,usher syndrome, type 2c
S4117,chudley-mccullough syndrome
S4118,deafness, autosomal dominant 28
S4119,primary hyperoxaluria type 2
S4120,mental retardation, x-linked 94
S4121,mental retardation, autosomal recessive 6
S4122,oguchi disease
S4123,night blindness, congenital stationary, type 1b
S4124,frontotemporal lobar degeneration with tdp43 inclusions, grn-related
S4125,meretoja syndrome
S4126,glutathione synthetase deficiency
S4127,glutathione synthetase deficiency of erythrocytes, hemolytic anemia due to
S4128,cone dystrophy 3
S4129,amaurosis congenita of leber, type 1
S4130,cone-rod dystrophy 5
S4131,retinal cone dystrophy 2
S4132,mucopolysaccharidosis vii
S4133,glycogen storage disease xv
S4134,glycogen storage disease 0, muscle
S4135,glycogen storage disease 0, liver
S4136,cortisone reductase deficiency
S4137,3-hydroxyacyl-coa dehydrogenase deficiency
S4138,hyperinsulinemic hypoglycemia, familial, 4
S4139,long-chain 3-hydroxyacyl-coa dehydrogenase deficiency
S4140,trifunctional protein deficiency
S4141,histidinemia
S4142,biliary atresia
S4143,hemochromatosis, type 2a
S4144,hemochromatosis, type 2b
S4145,dwarfism
S4146,ige responsiveness, atopic
S4147,neutropenia, severe congenital, 3, autosomal recessive
S4148,alpha-thalassemia
S4149,heinz body anemias
S4150,beta-thalassemia, dominant inclusion body type
S4151,hemoglobinopathies
S4152,progressive familial heart block, type ia
S4153,progressive familial heart block, type ib
S4154,thyroid cancer, hurthle cell
S4155,microphthalmia, syndromic 7
S4156,brugada syndrome 8
S4157,sick sinus syndrome 2, autosomal dominant
S4158,high density lipoprotein cholesterol level quantitative trait locus 6
S4159,spondylocostal dysostosis 4, autosomal recessive
S4160,hypopituitarism and septooptic &apos;dysplasia&apos;
S4161,tay-sachs disease
S4162,sandhoff disease
S4163,microvascular complications of diabetes, susceptibility to, 7
S4164,porphyria, south african type
S4165,alkaptonuria
S4166,deafness, autosomal recessive 39
S4167,beta-hydroxyisobutyryl coa deacylase deficiency
S4168,inherited peripheral neuropathy
S4169,hemolytic anemia, nonspherocytic, due to hexokinase deficiency
S4170,creutzfeldt-jakob syndrome
S4171,holocarboxylase synthetase deficiency
S4172,lipomatosis, multiple
S4173,hmg coa lyase deficiency
S4174,3-hydroxy-3-methylglutaryl-coa synthase 2 deficiency
S4175,marie unna congenital hypotrichosis
S4176,oculoauricular syndrome
S4177,diabetes mellitus, insulin-dependent, 20
S4178,hepatic adenomas, familial
S4179,maturity-onset diabetes of the young, type 3
S4180,prostate cancer, hereditary, 11
S4181,renal cysts and diabetes syndrome
S4182,maturity-onset diabetes of the young, type 1
S4183,hyperoxaluria, primary, type iii
S4184,athabaskan brainstem dysgenesis
S4185,radioulnar synostosis with amegakaryocytic thrombocytopenia
S4186,hand foot uterus syndrome
S4187,preaxial deficiency, postaxial polydactyly and hypospadias
S4188,microtia, hearing impairment, and cleft palate
S4189,lymphatic abnormalities
S4190,vertical talus, congenital
S4191,brachydactyly-syndactyly syndrome
S4192,brachydactyly, type d
S4193,brachydactyly, type e1
S4194,syndactyly, type v
S4195,synpolydactyly 1
S4196,vater association
S4197,hawkinsinuria
S4198,digital clubbing, isolated congenital
S4199,hypertrophic osteoarthropathy, primary, autosomal recessive, 1
S4200,osteoarthropathy, primary hypertrophic
S4201,hyperpigmentation, familial progressive, 2
S4202,osteoblastoma
S4203,kelley-seegmiller syndrome
S4204,lesch-nyhan syndrome
S4205,urofacial syndrome
S4206,alopecia universalis
S4207,atrichia with papular lesions
S4208,nevus, sebaceous of jadassohn
S4209,thrombophilia due to histidine-rich glycoprotein deficiency
S4210,obesity, abdominal
S4211,hydroxyacyl-coa dehydrogenase, type 2, deficiency
S4212,mental retardation, x-linked 17
S4213,mental retardation, x-linked, syndromic 10
S4214,17-hydroxysteroid dehydrogenase deficiency
S4215,peroxisomal disorders
S4216,adrenal hyperplasia 2
S4217,bile acid synthesis defect, congenital, 1
S4218,cataract, zonular
S4219,heat stress disorders
S4220,knee injuries
S4221,osteochondritis
S4222,charcot-marie-tooth disease, type 2f
S4223,neuronopathy, distal hereditary motor, type iib
S4224,neuronopathy, distal hereditary motor, type iic
S4225,charcot-marie-tooth disease, axonal, type 2l
S4226,neuronopathy, distal hereditary motor, type iia
S4227,leukodystrophy, hypomyelinating, 4
S4228,spastic paraplegia 13, autosomal dominant
S4229,dyssegmental dysplasia
S4230,macular degeneration, age-related, 7
S4231,parkinson disease 13, autosomal dominant, susceptibility to
S4232,mental retardation, x-linked, syndromic, turner type
S4233,mucopolysaccharidosis type ix
S4234,hydrolethalus syndrome 1
S4235,diabetes mellitus, transient neonatal, 1
S4236,inflammatory bowel disease 25, autosomal recessive
S4237,idiopathic basal ganglia calcification 1
S4238,endocrine-cerebroosteodysplasia
S4239,diabetes mellitus, insulin-dependent, 10
S4240,diabetes mellitus, insulin-dependent, 2
S4241,enchondromatosis
S4242,d-2-hydroxyglutaric aciduria 2
S4243,mucopolysaccharidosis ii
S4244,mucopolysaccharidosis i
S4245,diabetes mellitus, insulin-dependent, 19
S4246,hemangioendothelioma, epithelioid
S4247,appendicitis
S4248,legionnaires&apos; disease
S4249,ciliary motility disorders
S4250,cranioectodermal dysplasia
S4251,asphyxiating thoracic dystrophy 2
S4252,corpus callosum, agenesis of, with mental retardation, ocular coloboma, and micrognathia
S4253,insulin-like growth factor i deficiency
S4254,insulin-like growth factor i, resistance to
S4255,agammaglobulinemia 1, autosomal recessive
S4256,spinal muscular atrophy with respiratory distress 1
S4257,dysgammaglobulinemia
S4258,hemihyperplasia, isolated
S4259,acrocapitofemoral dysplasia
S4260,dysautonomia, familial
S4261,atypical mycobacteriosis, familial, x-linked 1
S4262,ectodermal dysplasia, anhidrotic, with immunodeficiency, osteopetrosis, and lymphedema
S4263,ectodermal dysplasia, hypohidrotic, with immune deficiency
S4264,immunodeficiency without anhidrotic ectodermal dysplasia
S4265,incontinentia pigmenti
S4266,invasive pneumococcal disease, recurrent isolated, 2
S4267,superinfection
S4268,inflammatory bowel disease 28, autosomal recessive
S4269,central serous chorioretinopathy
S4270,angioid streaks
S4271,anthracosis
S4272,kearns-sayre syndrome
S4273,merrf syndrome
S4274,gastritis, atrophic
S4275,mental retardation, x-linked 21
S4276,microvascular complications of diabetes, susceptibility to, 4
S4277,osteomyelitis, sterile multifocal, with periostitis and pustulosis
S4278,inflammatory bowel disease 17
S4279,interleukin 2 receptor, alpha, deficiency of
S4280,severe combined immunodeficiency, x-linked
S4281,x-linked combined immunodeficiency diseases
S4282,tuberculosis, bovine
S4283,diaper rash
S4284,deafness, autosomal recessive 42
S4285,retinitis pigmentosa 10
S4286,retinitis pigmentosa 56
S4287,joubert syndrome 1
S4288,morm syndrome
S4289,maturity-onset diabetes of the young, type 10
S4290,telomeric 22q13 monosomy syndrome
S4291,diabetes mellitus, insulin-resistant, with acanthosis nigricans
S4292,donohue syndrome
S4293,hyperinsulinemic hypoglycemia, familial, 5
S4294,nephronophthisis 2
S4295,senior-loken syndrome 5
S4296,mental retardation, x-linked 1
S4297,asthma-related traits, susceptibility to, 5
S4298,invasive pneumococcal disease, recurrent isolated, 1
S4299,irak4 deficiency
S4300,inflammatory bowel disease 14
S4301,orofacial cleft 6, susceptibility to
S4302,popliteal pterygium syndrome
S4303,van der woude syndrome
S4304,myopathy with lactic acidosis, hereditary
S4305,autoimmune disease, syndromic multisystem
S4306,thrombasthenia
S4307,epidermolysis bullosa junctionalis with pyloric atresia
S4308,muscular dystrophy, congenital, due to integrin alpha-7 deficiency
S4309,leukocyte-adhesion deficiency syndrome
S4310,leukocyte adhesion deficiency, type i
S4311,thrombocytopenia, neonatal alloimmune
S4312,epidermolysis bullosa simplex
S4313,lymphoproliferative syndrome, ebv-associated, autosomal, 1
S4314,dementia, familial british
S4315,dementia, familial danish
S4316,spinocerebellar ataxia 15
S4317,spinocerebellar ataxia 29
S4318,heterotaxy, visceral, 5, autosomal
S4319,acidemia, isovaleric
S4320,thyroid dyshormonogenesis 4
S4321,alagille syndrome
S4322,hemorrhagic destruction of the brain, subependymal calcification, and cataracts
S4323,huntington disease-like 2
S4324,arrhythmogenic right ventricular dysplasia, familial, 12
S4325,naxos disease
S4326,cerebral palsy, spastic quadriplegic, 2
S4327,charcot-marie-tooth disease, recessive intermediate b
S4328,nemaline myopathy 6
S4329,episodic ataxia, type 1
S4330,atrial fibrillation, familial, 7
S4331,spinocerebellar ataxia 13
S4332,jervell-lange nielsen syndrome
S4333,long qt syndrome 5
S4334,atrial fibrillation, familial, 3
S4335,atrial fibrillation, familial, 4
S4336,long qt syndrome 6
S4337,brugada syndrome 6
S4338,paralysis, hyperkalemic periodic
S4339,long qt syndrome 2
S4340,short qt syndrome 1
S4341,bartter syndrome, antenatal , type 2
S4342,seizures, sensorineural deafness, ataxia, mental retardation, and electrolyte imbalance
S4343,diabetes mellitus, transient neonatal, 3
S4344,hyperinsulinemic hypoglycemia, familial, 2
S4345,snowflake vitreoretinal degeneration
S4346,andersen syndrome
S4347,short qt syndrome 3
S4348,long qt syndrome 13
S4349,birk-barel mental retardation dysmorphism syndrome
S4350,generalized epilepsy and paroxysmal dyskinesia
S4351,hypertension, diastolic, resistance to
S4352,romano-ward syndrome
S4353,short qt syndrome 2
S4354,epileptic encephalopathy, early infantile, 7
S4355,seizures, benign familial neonatal, 1
S4356,seizures, benign familial neonatal, 2
S4357,retinal cone dystrophy 3b
S4358,epilepsy, progressive myoclonic 3, with or without intracellular inclusions
S4359,mental retardation, x-linked, syndromic, jarid1c-related
S4360,cornea plana 2
S4361,fructosuria
S4362,spastic paraplegia 8, autosomal dominant
S4363,goldberg-shprintzen megacolon syndrome
S4364,charcot-marie-tooth disease, axonal, type 2a1
S4365,fibrosis of extraocular muscles, congenital, 1
S4366,spastic paraplegia 10, autosomal dominant
S4367,hydrolethalus syndrome
S4368,mental retardation, autosomal dominant 4
S4369,precocious puberty, central
S4370,piebaldism
S4371,testicular germ cell tumor
S4372,maturity-onset diabetes of the young, type 7
S4373,retinitis pigmentosa 42
S4374,amelogenesis imperfecta pigmented hypomaturation type
S4375,prekallikrein deficiency
S4376,flaujeac factor deficiency
S4377,noonan syndrome 3
S4378,ichthyosis, cyclic, with epidermolytic hyperkeratosis
S4379,ichthyosis hystrix, curth macklin type
S4380,keratoderma, palmoplantar, epidermolytic
S4381,keratosis palmoplantaris striata 3
S4382,palmoplantar keratoderma, nonepidermolytic
S4383,erythroderma, ichthyosiform, congenital reticular
S4384,corneal dystrophy, juvenile epithelial of meesmann
S4385,leukokeratosis, hereditary mucosal
S4386,dermatopathia pigmentosa reticularis
S4387,epidermolysis bullosa simplex, autosomal recessive
S4388,naegeli syndrome
S4389,pachyonychia congenita
S4390,palmoplantar keratoderma, nonepidermolytic, focal
S4391,pachyonychia congenita jackson lawler type
S4392,steatocystoma multiplex
S4393,cirrhosis, familial
S4394,ichthyosis bullosa of siemens
S4395,dowling-degos disease
S4396,epidermolysis bullosa simplex with migratory circinate erythema
S4397,epidermolysis bullosa simplex with mottled pigmentation
S4398,adenoma, oxyphilic
S4399,woolly hair, autosomal dominant
S4400,pseudofolliculitis barbae
S4401,monilethrix
S4402,ectodermal dysplasia 4, hair/nail type
S4403,hydroxykynureninuria
S4404,corpus callosum, partial agenesis of, x-linked
S4405,hydrocephalus, x-linked
S4406,masa (mental retardation, aphasia, shuffling gait, adducted thumbs) syndrome
S4407,l-2-hydroxyglutaric aciduria
S4408,muscular dystrophy congenital, merosin negative
S4409,epidermolysis bullosa, junctional
S4410,laryngo onycho cutaneous syndrome
